S21;O;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6,1,39;2,67,275;0;0;0;0;0;0;0;0;9,99,299;0;0;0;0;0;0;0;1,59,317;0;0;0;1,84,439;0;0
S22;M;0;0;0;0;0;0;0;0;0;0;0;8,11,234;0;0;0;0;0;0;0;0;0;0;0;0;7,38,386;0;0;0;0;0;9,27,282;0;0;0;0;0;0;0;0;0
S23;M;5,98,364;0;0;0;6,1,277;0;0;0;0;0;0;0;0;0;0;0;2,8,79;0;0;0;0;0;0;0;0;0;0;0;0;6,51,132;5,61,500;0;5,68,325;0;0;9,83,232;0;0;0;0
S24;M;0;0;0;0;0;0;0;0;0;0;0;0;0;6,42,473;0;0;3,58,117;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9,67,334;0;0;0;0;0;0
S25;M;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,38,386;0;0;0;0;0;0;0;2,58,38;0;0;0;0;0;0;0;0;0;0
S26;M;0;0;0;0;0;0;2,37,19;0;0;0;0;0;0;0;0;6,38,110;0;0;0;0;9,99,299;0;0;0;0;0;0;0;0;0;0;0;5,2,89;0;0;0;0;4,74,319;0;0
S27;N;0;0;0;1,90,186;0;10,46,146;0;0;0;0;0;0;0;0;0;0;1,6,121;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
S28;N;0;6,6,421;8,84,153;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,51,309;0;0;0;0;0
S29;M;0;0;0;0;0;3,88,258;0;0;0;0;0;0;0;0;0;0;0;0;0;9,47,181;0;0;0;0;0;0;0;0;0;0;0;0;0;5,32,38;0;0;0;0;0;0
S30;N;0;0;0;0;0;0;0;0;0;3,76,105;0;0;0;5,25,42;0;0;0;0;0;0;0;0;6,51,132;0;2,58,38;0;0;0;0;0;0;2,69,178;0;0;0;0;0;0;0;0
S31;M;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9,27,282;5,61,500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
S32;O;0;0;0;0;0;0;0;7,29,443;0;0;0;0;0;0;10,83,456;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,69,178;0;0;0;4,80,129;0;0;0;0;0;0
S33;M;7,37,327;1,7,15;0;0;0;0;0;0;0;0;0;0;0;0;4,30,120;9,60,160;0;0;0;0;0;0;5,68,325;0;0;5,2,89;0;0;0;0;0;0;0;0;0;0;0;0;1,35,149;0
S34;O;0;0;0;0;0;1,28,311;0;0;0;0;0;0;0;0;0;0;0;0;9,5,348;0;1,59,317;0;0;9,67,334;0;0;0;0;5,32,38;0;0;4,80,129;0;0;0;0;0;0;0;0
S35;M;0;0;0;0;5,10,414;0;0;0;0;0;0;0;0;0;0;0;0;6,50,266;0;0;0;0;0;0;0;0;0;2,51,309;0;0;0;0;0;0;0;0;0;0;0;0
S36;M;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8,93,482;0;0;0;0;0;0;9,83,232;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
S37;M;0;0;0;0;0;0;0;0;0;0;0;5,8,352;0;0;0;0;0;0;0;8,67,90;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
S38;O;0;0;0;6,30,373;0;0;0;0;0;0;0;0;5,18,289;0;0;0;0;0;0;0;1,84,439;0;0;0;0;4,74,319;0;0;0;0;0;0;0;0;0;0;0;0;0;0
S39;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,91,102;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
S40;M;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,82,55;0;0;0;0;0;0;0;0;0;0;0;0

