//commentaire
S30;N;0;0;0;0;0;0;0;0;0;0;0;0;6,21,155;0;0;0;0;9,77,27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
S31;M;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,83,55;0;0;0;9,2,425;0;0;10,38,41;0;0;0;0;0;0;0;0;0;0;0;0;2,57,293;0;0;0;0;0;0;0;0;0;0;0;0
S32;M;0;0;9,77,181;0;0;2,97,410;0;0;0;5,19,177;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8,78,180;0;0;0;1,63,181;0;0;0;0;0
S33;O;0;0;0;0;0;0;0;6,87,45;0;0;0;0;0;0;0;4,5,492;0;0;0;0;0;0;0;0;7,1,307;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,20,390;0;0
S34;N;0;0;0;0;0;2,55,65;0;10,46,262;0;0;0;0;0;0;0;9,39,388;0;1,93,349;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8,84,494;0;0;0;0;0;0;0;0;0;0;0
S35;M;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,66,319;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,91,252;0;0;0;0;0;0;0;5,8,89;0;0;0;0
S36;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,69,488;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
S37;M;0;0;0;0;2,25,179;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,10,327;0;0;0;0;0;0;0;0;2,2,142;8,22,29;0;0
S38;M;0;0;0;0;0;0;0;0;0;0;4,57,221;0;0;0;0;0;0;0;0;7,82,107;0;0;10,4,201;0;0;0;0;0;0;0;2,57,293;0;0;0;7,91,252;0;5,10,327;0;0;0;0;8,29,475;0;0;0;0;0;0;0;0
S39;N;0;0;0;0;0;0;0;0;0;0;0;0;0;1,68,391;0;0;0;0;1,67,45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8,84,494;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9,94,73;0
S40;O;0;0;4,21,333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,32,114;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
S41;M;0;0;0;0;1,41,17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8,78,180;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
S42;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10,22,95;0;0;0;0;0;0;0;0;0;0;0;0;8,29,475;0;0;0;0;0;0;0;0;0;0;3,28,83;0
S43;M;0;0;3,66,148;0;0;1,96,111;0;0;0;8,32,465;0;0;0;2,6,120;0;0;0;2,14,427;0;0;0;0;0;0;0;0;4,57,403;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
S44;M;0;0;0;0;0;0;0;0;0;0;0;10,1,474;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
S45;M;0;5,41,102;0;0;0;0;0;0;0;0;0;0;4,43,286;0;0;0;0;0;8,85,286;0;0;0;0;0;0;0;0;0;0;0;0;1,63,181;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
S46;M;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9,58,395;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,8,89;0;0;0;0;0;0;0;0;0;0;0;0;2,61,76;0;0
S47;M;0;0;6,89,46;2,27,140;0;0;0;0;0;0;0;0;0;0;0;0;6,5,161;0;0;0;0;0;0;0;0;0;0;1,41,42;0;0;0;0;0;0;0;0;2,2,142;0;0;0;0;0;0;0;0;0;0;0;0;0
S48;N;0;0;4,95,67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,20,390;0;0;0;8,22,29;0;0;0;0;0;0;0;0;2,61,76;0;0;0;0
S49;M;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,42,230;0;0;0;8,57,306;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9,94,73;0;0;3,28,83;0;0;0;0;0;0;0;0
S50;M;0;10,1,180;0;0;0;0;0;7,59,43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,25,188;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
